path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
00005553.wav,news,"aytib o'tganimdek, davlat idoralariga xohlagan tilingizda murojaat qilish mumkin degan masala fuqaroga shu erkinlikni berganimiz","aytib o'tganimdek, davlat idoralariga xohlagan tilizda murojaat qilish mumkin degan masala fuqaroga shu erkinlikka berganimiz",0.1333,"aytib o'tganimdek, davlat idoralariga xohlagan tilingizda murojaat qilish mumkin degan masala fuqaroga shu erkinlikni berganimiz","aytib o'tganimdek, davlat idoralariga xohlagan tilizda murojaat qilish mumkin degan masala fuqaroga shu erkinlikka berganimiz",0.1333,0.0391,0.9723,15,15
390621.wav,uzbek_voice,O'zbekiston Rossiyadan yana uchta yangi elektrovoz sotib oldi.,O'zbekiston Rossiyadan yana uchta yangi elektrovoz sotib oldi.,0.0,O'zbekiston Rossiyadan yana uchta yangi elektrovoz sotib oldi.,O'zbekiston Rossiyadan yana uchta yangi elektrovoz sotib oldi.,0.0,0.0,1.0,8,8
common_voice_uz_29620351.wav,common_voice,"Past-balandni o'rganding, yaxshini yomondan ajratadigan bo'lding.","Past balandni o'rganding, yaxshini yomondan ajratadigan bo'lding.",0.3333,"Past-balandni o'rganding, yaxshini yomondan ajratadigan bo'lding.","Past balandni o'rganding, yaxshini yomondan ajratadigan bo'lding.",0.3333,0.0154,0.9846,6,7
04353.wav,it,va mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,va mana shu communication skillsganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,0.2143,va mana mana shu communication skills deganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,va mana shu communication skillsganda ishga joylashayotganingizda ko'pincha intervyulardan o'tasiz. Shu tomondan,0.2143,0.0667,0.9655,14,12
857959.wav,uzbek_voice,233 687,230 suchibik 687,1.0,233 687,230 suchibik 687,1.0,1.4286,0.5217,2,3
94924.wav,uzbek_voice,Batareyasining quvvati esa bir oygacha yetadi.,Batareyasining quvvati esa bir oygacha yetadi.,0.0,Batareyasining quvvati esa bir oygacha yetadi.,Batareyasining quvvati esa bir oygacha yetadi.,0.0,0.0,1.0,6,6
common_voice_uz_29053496.wav,common_voice,"Ma'lumot uchun, mamlakat bozorlarida sabzi narxi keskin ko'tarilib ketdi.","Ma'lumot uchun, mamlakat bozorlarida sabzi narxi keskin ko'tarilib ketdi.",0.0,"Ma'lumot uchun, mamlakat bozorlarida sabzi narxi keskin ko'tarilib ketdi.","Ma'lumot uchun, mamlakat bozorlarida sabzi narxi keskin ko'tarilib ketdi.",0.0,0.0,1.0,9,9
common_voice_uz_29254178.wav,common_voice,Darhol topib ko'rsatadigan bormi?,Darhol topib ko'rsatadigan bormi?,0.0,Darhol topib ko'rsatadigan bormi?,Darhol topib ko'rsatadigan bormi?,0.0,0.0,1.0,4,4
common_voice_uz_29006221.wav,common_voice,kechagi sud o'ta cho'zilib ketdi.,Kechagi sud o'ta cho'zilib ketdi.,0.2,kechagi sud o'ta cho'zilib ketdi.,Kechagi sud o'ta cho'zilib ketdi.,0.2,0.0303,0.9697,5,5
860166.wav,uzbek_voice,1 299 447,1 299 447,0.0,1 299 447,1 299 447,0.0,0.0,1.0,3,3
362661.wav,uzbek_voice,Bu tizimda yana bir qancha firmalar ishtirok etgan.,Bu tizimda yana bir qancha firmalar ishtirok etgan.,0.0,Bu tizimda yana bir qancha firmalar ishtirok etgan.,Bu tizimda yana bir qancha firmalar ishtirok etgan.,0.0,0.0,1.0,8,8
463139.wav,uzbek_voice,Ammo shu gaplarni aytganlarning hech biri bo'lim shifokorlaridan nolimadi.,Ammo shu gaplarni aytganlarning hech biri bo'lim shifokorlaridan nolimadi.,0.0,Ammo shu gaplarni aytganlarning hech biri bo'lim shifokorlaridan nolimadi.,Ammo shu gaplarni aytganlarning hech biri bo'lim shifokorlaridan nolimadi.,0.0,0.0,1.0,9,9
841575.wav,uzbek_voice,Xo'rozning qiyqirig'i bilan xaridorning dodlashi baravar eshitildi.,Xo'rozning qiyqirig'i bilan xaridorning dodlashib baravar eshitildi.,0.1429,Xo'rozning qiyqirig'i bilan xaridorning dodlashi baravar eshitildi.,Xo'rozning qiyqirig'i bilan xaridorning dodlashib baravar eshitildi.,0.1429,0.0149,0.9926,7,7
common_voice_uz_28828269.wav,common_voice,Malika nihoyatda nazokat bilan gaplashadi.,Malika nihoyatini nazokat bilan gaplashadi.,0.2,Malika nihoyatda nazokat bilan gaplashadi.,Malika nihoyatini nazokat bilan gaplashadi.,0.2,0.0714,0.9412,5,5
common_voice_uz_29470650.wav,common_voice,Sevimli sportchimizning Tokio Olimpiadasida.,Sevimli sportchimizning Tokio Olimpiadasida.,0.0,Sevimli sportchimizning Tokio Olimpiadasida.,Sevimli sportchimizning Tokio Olimpiadasida.,0.0,0.0,1.0,4,4
464559.wav,uzbek_voice,"O'g'limning ham, qizimning ham baxti ochilib to'ylarini ko'rsam bo'ldi.","O'g'limning ham, qizimning ham baxti ochilib to'ylarini ko'rsam bo'ldi.",0.0,"O'g'limning ham, qizimning ham baxti ochilib to'ylarini ko'rsam bo'ldi.","O'g'limning ham, qizimning ham baxti ochilib to'ylarini ko'rsam bo'ldi.",0.0,0.0,1.0,9,9
common_voice_uz_29971914.wav,common_voice,Endi hamma yig'ilib so'roq berishga kirishdilar.,Endi hamma yig'ilib so'roq berishga kirishdilar.,0.0,Endi hamma yig'ilib so'roq berishga kirishdilar.,Endi hamma yig'ilib so'roq berishga kirishdilar.,0.0,0.0,1.0,6,6
common_voice_uz_29341142.wav,common_voice,Tajribalarimiz bunday: siz aytgan anavi qabriston o'z ajali bilan o'lganlar uchundir.,Tajribalarimiz bunday. Siz aytgan anavi qabriston o'z ajali bilan o'lganlar uchundir.,0.1818,Tajribalarimiz bunday: siz aytgan anavi qabriston o'z ajali bilan o'lganlar uchundir.,Tajribalarimiz bunday. Siz aytgan anavi qabriston o'z ajali bilan o'lganlar uchundir.,0.1818,0.0235,0.9765,11,11
00020439_0.wav,news,"Hali yo'limiz uzoq, oson bo'lmaganligi uchun barcha, demak, jamiyatni vakillari bu shu davlat organlari xodimlari, ommaviy axborot vositalari","yulimiz uzoq oson bo'lmaganligi uchun barcha demak jamiyatni vakillari bu shu davlat organlari xodimlari, ommaviy axborot vositalari",0.2778,"Hali yo'limiz uzoq, oson bo'lmaganligi uchun barcha, demak, jamiyatni vakillari bu shu davlat organlari xodimlari, ommaviy axborot vositalari","yulimiz uzoq oson bo'lmaganligi uchun barcha demak jamiyatni vakillari bu shu davlat organlari xodimlari, ommaviy axborot vositalari",0.2778,0.0709,0.9597,18,17
412758.wav,uzbek_voice,Bunda televideniye bonuslari hamda pulli translyatsiyalar ulushlari hisobga olinmagan.,Bunda televideniye bonuslari hamda pulli translyatsiyalar ulushlari hisobga olinmagan.,0.0,Bunda televideniye bonuslari hamda pulli translyatsiyalar ulushlari hisobga olinmagan.,Bunda televideniye bonuslari hamda pulli translyatsiyalar ulushlari hisobga olinmagan.,0.0,0.0,1.0,9,9
458368.wav,uzbek_voice,Bu esa futbolchilarimizni sinab ko'rish uchun yaxshi imkoniyat deganidir.,Bu esa futbolchilarimizni sinab ko'rish uchun yaxshi imkoniyat deganidir.,0.0,Bu esa futbolchilarimizni sinab ko'rish uchun yaxshi imkoniyat deganidir.,Bu esa futbolchilarimizni sinab ko'rish uchun yaxshi imkoniyat deganidir.,0.0,0.0,1.0,9,9
478319.wav,uzbek_voice,O'zbekistonda texnik yog'larni qayta ishlash bo'yicha ikki kompaniya birlashdi.,O'zbekistonda texnik yog'larni qayta ishlash bo'yicha ikki kompaniya birlashdi.,0.0,O'zbekistonda texnik yog'larni qayta ishlash bo'yicha ikki kompaniya birlashdi.,O'zbekistonda texnik yog'larni qayta ishlash bo'yicha ikki kompaniya birlashdi.,0.0,0.0,1.0,9,9
498684.wav,uzbek_voice,"Dastlabki ma'lumotlarga ko'ra, portlovchi moddalar bilan to'ldirilgan avtomobil portlatilgan.","Dastlabki ma'lumotlarga ko'ra, portlovchi moddalar bilan to'ldirilgan avtomobil portlatilgan.",0.0,"Dastlabki ma'lumotlarga ko'ra, portlovchi moddalar bilan to'ldirilgan avtomobil portlatilgan.","Dastlabki ma'lumotlarga ko'ra, portlovchi moddalar bilan to'ldirilgan avtomobil portlatilgan.",0.0,0.0,1.0,9,9
399199.wav,uzbek_voice,Mbappe esa deyarli bo'sh qolgan darvozani ishg'ol etdi.,Mbappe esa deyarli bo'sh qolgan darvozani ish holatda.,0.25,Mbappe esa deyarli bo'sh qolgan darvozani ishg'ol etdi.,Mbappe esa deyarli bo'sh qolgan darvozani ish holatda.,0.25,0.0909,0.9174,8,8
common_voice_uz_28826647.wav,common_voice,"Bizni ham shunday osonlik bilan aldaydi, degan xulosaga keladilar.","Bizni ham shunday osonlik bilan izlaydi, degan xulosa keladilar.",0.2222,"Bizni ham shunday osonlik bilan aldaydi, degan xulosaga keladilar.","Bizni ham shunday osonlik bilan izlaydi, degan xulosa keladilar.",0.2222,0.0758,0.9538,9,9
776426.wav,uzbek_voice,Rossiyadagi xorijlik talabalar soni bo'yicha yetakchilardan biri bo'lgan O'zbekistonga ruxsat yo'q.,Rossiyadagi xorijlik talabalar soni bo'yicha yetakchilardan biri bo'lgan O'zbekistonga ruxsat yo'q.,0.0,Rossiyadagi xorijlik talabalar soni bo'yicha yetakchilardan biri bo'lgan O'zbekistonga ruxsat yo'q.,Rossiyadagi xorijlik talabalar soni bo'yicha yetakchilardan biri bo'lgan O'zbekistonga ruxsat yo'q.,0.0,0.0,1.0,11,11
479917.wav,uzbek_voice,Yoshlar guruh-guruh bo'lib yaxshi hayot ilinjida xorijga ketmoqda.,"Yoshlar guruh-guruh bo'lib, yaxshi hayot ilinjida xorijga ketmoqda.",0.125,Yoshlar guruh-guruh bo'lib yaxshi hayot ilinjida xorijga ketmoqda.,"Yoshlar guruh-guruh bo'lib, yaxshi hayot ilinjida xorijga ketmoqda.",0.125,0.0152,0.9925,8,8
193079.wav,uzbek_voice,O'shanda ukam arxitektura fakultetiga hujjat topshirgan edi.,O'shanda ukam arxitektura fakultetiga hujjat topshirgan edi.,0.0,O'shanda ukam arxitektura fakultetiga hujjat topshirgan edi.,O'shanda ukam arxitektura fakultetiga hujjat topshirgan edi.,0.0,0.0,1.0,7,7
167959.wav,uzbek_voice,Dori-darmon vositalarini qo'llashning siz bilmagan usullari.,dori-darmon vositalarini qo'llashning siz bilmagan usullari,0.3333,Dori-darmon vositalarini qo'llashning siz bilmagan usullari.,dori-darmon vositalarini qo'llashning siz bilmagan usullari,0.3333,0.0333,0.9748,6,6
common_voice_uz_29554438.wav,common_voice,"To'g'ri qilibsiz dedi. Xo'sh, endi nima?",To'g'ri qilibsiz dedi. Xo'sh endi nima?,0.1667,"To'g'ri qilibsiz dedi. Xo'sh, endi nima?",To'g'ri qilibsiz dedi. Xo'sh endi nima?,0.1667,0.025,0.9873,6,6
common_voice_uz_29608454.wav,common_voice,"Xuddiki aybdor u emas, sizga buni yetkazgan odam aybdordek.","Xuddiki, aybdor u emas. Sizga buni yetkazgan odam aybdordek.",0.3333,"Xuddiki aybdor u emas, sizga buni yetkazgan odam aybdordek.","Xuddiki, aybdor u emas. Sizga buni yetkazgan odam aybdordek.",0.3333,0.0508,0.958,9,9
192601.wav,uzbek_voice,Somali poytaxtidagi aeroport yaqinida portlash sodir bo'ldi.,Somali poytaxtidagi aeroport yaqinida portlash sodir bo'ldi.,0.0,Somali poytaxtidagi aeroport yaqinida portlash sodir bo'ldi.,Somali poytaxtidagi aeroport yaqinida portlash sodir bo'ldi.,0.0,0.0,1.0,7,7
863220.wav,uzbek_voice,Chunki zo'ravon bor iqtisodiy qiymatdan o'ziga ulush olyapti xolos.,Chunki zo'ravon bor iqtisodiy qiymatdan o'ziga ulush olyapti xolos.,0.0,Chunki zo'ravon bor iqtisodiy qiymatdan o'ziga ulush olyapti xolos.,Chunki zo'ravon bor iqtisodiy qiymatdan o'ziga ulush olyapti xolos.,0.0,0.0,1.0,9,9
353377.wav,uzbek_voice,Keskin fikrlar shu taraflarni inobatga olgan holda aytilgan.,Keskin fikrlar shu taraflarni inobatga olgan holda aytilgan.,0.0,Keskin fikrlar shu taraflarni inobatga olgan holda aytilgan.,Keskin fikrlar shu taraflarni inobatga olgan holda aytilgan.,0.0,0.0,1.0,8,8
856999.wav,uzbek_voice,764 839,764 839,0.0,764 839,764 839,0.0,0.0,1.0,2,2
857779.wav,uzbek_voice,287 409,287 409,0.0,287 409,287 409,0.0,0.0,1.0,2,2
339205.wav,uzbek_voice,Islom hamkorlik tashkiloti bosh kotibi O'zbekistonga tashrif buyuradi.,Islom hamkorlik tashkiloti bosh kotibi O'zbekistonga tashrif buyuradi.,0.0,Islom hamkorlik tashkiloti bosh kotibi O'zbekistonga tashrif buyuradi.,Islom hamkorlik tashkiloti bosh kotibi O'zbekistonga tashrif buyuradi.,0.0,0.0,1.0,8,8
00003642_0.wav,news,hozir narxini arzonlashtirish uchun proton almashinuvchi membranalarini o'zimizni laboratoriyada,Hozir narxi arzonlashtirish uchun proton almashuvchi ming bilanlarni o'zimizni laboratoriyada,0.5556,hozir narxini arzonlashtirish uchun proton almashinuvchi membranalarini o'zimizni laboratoriyada,Hozir narxi arzonlashtirish uchun proton almashuvchi ming bilanlarni o'zimizni laboratoriyada,0.5556,0.1354,0.9101,9,10
829923.wav,uzbek_voice,Bosh vazirga parlament so'rovi yuborish zarurati yuzaga keldi.,Bosh vazirga parlament so'rovi yuborish zaruriy etishiga keldi.,0.25,Bosh vazirga parlament so'rovi yuborish zarurati yuzaga keldi.,Bosh vazirga parlament so'rovi yuborish zaruriy etishiga keldi.,0.25,0.1452,0.896,8,8
113127.wav,uzbek_voice,Karantinda sochlarni qanday parvarish qilish kerak?,Karantinda sochlarni qanday parvarish qilish kerak?,0.0,Karantinda sochlarni qanday parvarish qilish kerak?,Karantinda sochlarni qanday parvarish qilish kerak?,0.0,0.0,1.0,6,6
728417.wav,uzbek_voice,Ilk marta dunyodagi birinchi raqamli smartfon brendiga aylandi.,Ilk marta dunyodagi birinchi raqamli smartfon brendiga aylandi.,0.0,Ilk marta dunyodagi birinchi raqamli smartfon brendiga aylandi.,Ilk marta dunyodagi birinchi raqamli smartfon brendiga aylandi.,0.0,0.0,1.0,8,8
859954.wav,uzbek_voice,527 833,527 833,0.0,527 833,527 833,0.0,0.0,1.0,2,2
140867.wav,uzbek_voice,Prezident majlisbozlikka yo'l qo'yayotgan hokimlarni qattiq ogohlantirdi.,Prezident majlisbozlikka yo'l qo'yayotgan hokimlarni qattiq ogohlantirdi.,0.0,Prezident majlisbozlikka yo'l qo'yayotgan hokimlarni qattiq ogohlantirdi.,Prezident majlisbozlikka yo'l qo'yayotgan hokimlarni qattiq ogohlantirdi.,0.0,0.0,1.0,7,7
325995.wav,uzbek_voice,"Tabiiyki, to'rtinchi kurslar uchun yotoqxona berilmaydi.","Tabiiyki, to'rtinchi kurslar uchun yotoqxona berilmaydi.",0.0,"Tabiiyki, to'rtinchi kurslar uchun yotoqxona berilmaydi.","Tabiiyki, to'rtinchi kurslar uchun yotoqxona berilmaydi.",0.0,0.0,1.0,6,6
common_voice_uz_29013510.wav,common_voice,Beayb insonlarni jazolash davom etadi.,Beayb insonlarni jazolash davom etadi.,0.0,Beayb insonlarni jazolash davom etadi.,Beayb insonlarni jazolash davom etadi.,0.0,0.0,1.0,5,5
125501.wav,uzbek_voice,Bloomberg'ning nufuzli shaxslar ro'yxatiga rossiyalik botlar kiritildi.,Bloombergning nufuzli shaxslar ro'yxatiga rossiyalik botlar kiritildi.,0.1429,Bloomberg'ning nufuzli shaxslar ro'yxatiga rossiyalik botlar kiritildi.,Bloombergning nufuzli shaxslar ro'yxatiga rossiyalik botlar kiritildi.,0.1429,0.0141,0.9929,7,7
657181.wav,uzbek_voice,Ichki ishlar vazirligi kaltaklangan andijonlik voqeasiga izoh berdi.,Ichki ishlar vazirligi kaltaklangan andijonlik voqeasiga izoh berdi.,0.0,Ichki ishlar vazirligi kaltaklangan andijonlik voqeasiga izoh berdi.,Ichki ishlar vazirligi kaltaklangan andijonlik voqeasiga izoh berdi.,0.0,0.0,1.0,8,8
482529.wav,uzbek_voice,Norvegiya koronavirus pandemiyasi fonida yopilgan bolalar bog'chalarini yana ochmoqda.,Norvegiya koronavirus pandemiyasi fonida yopilgan bolalar bog'chalarini yana ochmoqda.,0.0,Norvegiya koronavirus pandemiyasi fonida yopilgan bolalar bog'chalarini yana ochmoqda.,Norvegiya koronavirus pandemiyasi fonida yopilgan bolalar bog'chalarini yana ochmoqda.,0.0,0.0,1.0,9,9
00000810.wav,news,"Endi uchinchi challenge bu yerda to'g'risi vaqtni to'g'ri taqsimlash, time management desa bo'ladi.","Endi uchinchi challenge bu yerda to'g'risi vaqtda vaqtda to'g'ri taqsimlash, time management desa bo'ladi.",0.1538,"Endi uchinchi challenge bu yerda to'g'risi vaqtni to'g'ri taqsimlash, time management desa bo'ladi.","Endi uchinchi challenge bu yerda to'g'risi vaqtda vaqtda to'g'ri taqsimlash, time management desa bo'ladi.",0.1538,0.0909,0.9463,13,14
497696.wav,uzbek_voice,Aksariyat mamlakatlarda inqilobchilar milliy g'oyalardan ilhomlangani diqqatga sazovor edi.,Aksariyat mamlakatlarda inqilobchilar milliy g'oyalardan ilhomlangani diqqatga sazovor edi.,0.0,Aksariyat mamlakatlarda inqilobchilar milliy g'oyalardan ilhomlangani diqqatga sazovor edi.,Aksariyat mamlakatlarda inqilobchilar milliy g'oyalardan ilhomlangani diqqatga sazovor edi.,0.0,0.0,1.0,9,9
859190.wav,uzbek_voice,321 672,321 672,0.0,321 672,321 672,0.0,0.0,1.0,2,2
common_voice_uz_29316881.wav,common_voice,"Bir kuni Nargiza uxlab yotganida, Rustam uning telefonini oldi.",Bir kuni narkiza uxlab yotganida Rustam uning telefonini oldi.,0.2222,"Bir kuni Nargiza uxlab yotganida, Rustam uning telefonini oldi.",Bir kuni narkiza uxlab yotganida Rustam uning telefonini oldi.,0.2222,0.0476,0.96,9,9
00009453_0.wav,news,"o'zi nimaga bo'lyapti, qachon nimani yoritish kerak, ommaviy axborot vositalari qaysi mavzularga ko'proq vaqt ajratishi kerak, resursni nimaga sarflash kerak. Bu yerdagi muxbirlar, masalan, Kun uz muxbiri yoki Daryo muxbiri ko'proq qaysi masalalarga e'tibor qaratyapti. Ya'ni sal bo'lsa ham siljigan-da. Muloqot, bahs-munozara siljigan. Keyin jurnalistlar orasida o'ziga xos debat bor, ya'ni nima muhim, nima muhim emasligi haqida. Bu jihatdan O'zbekiston","o'zi nimaga bo'lyapti, qachon nimani yoritish kerak, ommaviy axborot vositalari qaysi mavzularga ko'proq vaqt ajratish kerak, resursni nimaga sarflash kerak, bu yerdagi muxbirlar masalan Kun uz muxbiri yoki daryo muxbiri ko'proq qaysi masalalarga e'tibor qaratyapti, ya'ni sal bo'lsa ham siljiganda muloqot, bahs-munozara siljigan, keyin jurnalistlar orasida o'ziga xos debat bor, ya'ni nima muhim, nima muhim emasligi haqida. Bu jihatdan O'zbekiston",0.2,"o'zi nimaga bo'lyapti, qachon nimani yoritish kerak, ommaviy axborot vositalari qaysi mavzularga ko'proq vaqt ajratishi kerak, resursni nimaga sarflash kerak. Bu yerdagi muxbirlar, masalan, Kun uz muxbiri yoki Daryo muxbiri ko'proq qaysi masalalarga e'tibor qaratyapti. Ya'ni sal bo'lsa ham siljigan-da. Muloqot, bahs-munozara siljigan. Keyin jurnalistlar orasida o'ziga xos debat bor, ya'ni nima muhim, nima muhim emasligi haqida. Bu jihatdan O'zbekiston","o'zi nimaga bo'lyapti, qachon nimani yoritish kerak, ommaviy axborot vositalari qaysi mavzularga ko'proq vaqt ajratish kerak, resursni nimaga sarflash kerak, bu yerdagi muxbirlar masalan Kun uz muxbiri yoki daryo muxbiri ko'proq qaysi masalalarga e'tibor qaratyapti, ya'ni sal bo'lsa ham siljiganda muloqot, bahs-munozara siljigan, keyin jurnalistlar orasida o'ziga xos debat bor, ya'ni nima muhim, nima muhim emasligi haqida. Bu jihatdan O'zbekiston",0.2,0.0286,0.4,60,60
339857.wav,uzbek_voice,Bu mazkur sayyora yuzasida hayot mavjudligi imkoniyatlarini oshiradi.,Bu mazkur sayyora yuzasida hayot mavjudligi imkoniyatlarini oshiradi.,0.0,Bu mazkur sayyora yuzasida hayot mavjudligi imkoniyatlarini oshiradi.,Bu mazkur sayyora yuzasida hayot mavjudligi imkoniyatlarini oshiradi.,0.0,0.0,1.0,8,8
858793.wav,uzbek_voice,9 362 884,9 362 884,0.0,9 362 884,9 362 884,0.0,0.0,1.0,3,3
182488.wav,uzbek_voice,Suratlar sifati uzatish vaqtida sezilarli darajada pasaygan.,Suratlar sifati uzatish vaqtida sezilarli darajada pasaygan.,0.0,Suratlar sifati uzatish vaqtida sezilarli darajada pasaygan.,Suratlar sifati uzatish vaqtida sezilarli darajada pasaygan.,0.0,0.0,1.0,7,7
00000543_1.wav,news,"muhimroq bo'lgan, aytib o'tganimdek, o'sha paytdagi prioritet","muhimroq bo'lgan. Aytib o'tganimdek, o'sha paytdagi prioritet",0.2857,"muhimroq bo'lgan, aytib o'tganimdek, o'sha paytdagi prioritet","muhimroq bo'lgan. Aytib o'tganimdek, o'sha paytdagi prioritet",0.2857,0.0328,0.9672,7,7
00002555_0.wav,news,"Hozir kerak hozir katta-katta bir davlat tashkilotlarida ishlashyapti. Alloh rozi bo'lsin hammasidan. Mana bu ikkinchi o'g'lim Umarjon, u ham Toshkent davlat","Hozir kerak, hozir katta-katta bir davlat tashkilotlarida ishlashyapti. Alloh rozi bo'lsin hammasidan. Mana bu ikkinchi o'g'lim Umarjon, u ham Toshkent davlat",0.0476,"Hozir kerak hozir katta-katta bir davlat tashkilotlarida ishlashyapti. Alloh rozi bo'lsin hammasidan. Mana bu ikkinchi o'g'lim Umarjon, u ham Toshkent davlat","Hozir kerak, hozir katta-katta bir davlat tashkilotlarida ishlashyapti. Alloh rozi bo'lsin hammasidan. Mana bu ikkinchi o'g'lim Umarjon, u ham Toshkent davlat",0.0476,0.0064,0.9968,21,21
common_voice_uz_28900588.wav,common_voice,Mana shu mo'jazgina fikrda edi.,Mana shu mo'jazgina fikrda edi.,0.0,Mana shu mo'jazgina fikrda edi.,Mana shu mo'jazgina fikrda edi.,0.0,0.0,1.0,5,5
497500.wav,uzbek_voice,"Angela qizchaning ismi, Merkel esa uning ikkinchi ismi hisoblanadi.","Angela qizchaning ismi, Merkel esa uning ikkinchi ismi hisoblanadi.",0.0,"Angela qizchaning ismi, Merkel esa uning ikkinchi ismi hisoblanadi.","Angela qizchaning ismi, Merkel esa uning ikkinchi ismi hisoblanadi.",0.0,0.0,1.0,9,9
159277.wav,uzbek_voice,Islom Karimov gapini ikki qilganlarni kechirmas edi.,Islom Karimov gapini ikki qilganlarni kechirmas edi.,0.0,Islom Karimov gapini ikki qilganlarni kechirmas edi.,Islom Karimov gapini ikki qilganlarni kechirmas edi.,0.0,0.0,1.0,7,7
132994.wav,uzbek_voice,Biroq futbolda bunday laqabli futbolchi borligini bilmayman.,Biroq futbolda bunday laqabli futbolchi borligini bilmayman.,0.0,Biroq futbolda bunday laqabli futbolchi borligini bilmayman.,Biroq futbolda bunday laqabli futbolchi borligini bilmayman.,0.0,0.0,1.0,7,7
126817.wav,uzbek_voice,Ismli ayol va boshqalar qo'rqitib fohishalikka majburlagan.,ismli ayol va boshqalar qo'rqitib fohishalikka majburlagan.,0.1429,Ismli ayol va boshqalar qo'rqitib fohishalikka majburlagan.,ismli ayol va boshqalar qo'rqitib fohishalikka majburlagan.,0.1429,0.0169,0.9831,7,7
399706.wav,uzbek_voice,Ukollardan so'ng yuzaga keladigan shishlarni qanday yo'qotish mumkin?,Uko'llardan so'ng yuzaga keladigan shishlarni qanday yo'qotish mumkin?,0.125,Ukollardan so'ng yuzaga keladigan shishlarni qanday yo'qotish mumkin?,Uko'llardan so'ng yuzaga keladigan shishlarni qanday yo'qotish mumkin?,0.125,0.0145,0.9928,8,8
